happiness,户口类型,出生年份,家庭年收入,家庭常驻人口,家庭经济状况,是否参加基本医疗保险,是否参加基本养老保险,是否参加商业医疗保险,是否参加商业养老保险,养老应该由谁负责
说不上幸福不幸福,农村,1963,不知道,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1950,不知道,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1989,不知道,5,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1945,30000,5,平均水平,参加了,参加了,不适用,不适用,主要由子女负责
比较幸福,农村,1973,12000,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1967,40000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1934,50000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1958,20000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1992,30000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1986,45000,1,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1992,100000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1942,50000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1968,80000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1944,35000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1958,20000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1989,30000,4,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较不幸福,城市,1963,10000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1946,23000,2,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1964,40000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1956,100000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1963,23000,2,平均水平,参加了,没有参加,没有参加,参加了,政府/子女/老人责任均摊
比较不幸福,城市,1982,40000,4,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1964,8000,2,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1961,45000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1988,90000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1955,70000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1977,100000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1975,20000,1,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1982,100000,2,平均水平,参加了,没有参加,参加了,没有参加,主要由子女负责
非常幸福,城市,1988,50000,6,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1946,1200,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1968,20000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,农村,1995,40000,2,平均水平,参加了,无法回答,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1953,8000,1,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1952,10000,1,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1953,25000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1980,40000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,城市,1983,50000,2,低于平均水平,没有参加,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1969,5000,3,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1960,20000,4,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1936,10000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,城市,1968,30000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1972,70000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1967,6000,3,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较不幸福,农村,1944,5000,1,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1955,20000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较不幸福,农村,1993,10000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1971,100000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,农村,1993,25000,4,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
非常幸福,城市,1961,23000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1949,30000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1966,120000,3,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1992,50000,2,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,农村,1996,20000,4,平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1975,45000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1979,30000,4,平均水平,参加了,参加了,参加了,参加了,主要由子女负责
比较幸福,农村,1959,30000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1985,200000,2,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1978,40000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1974,80000,4,高于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1953,5000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1948,30000,1,高于平均水平,参加了,参加了,参加了,没有参加,主要由子女负责
比较幸福,城市,1983,36000,3,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1960,10000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1968,30000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,农村,1965,30000,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1955,100000,7,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1965,20000,1,平均水平,参加了,没有参加,没有参加,没有参加,主要由政府负责
说不上幸福不幸福,农村,1955,15000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1970,140000,2,高于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1954,3000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1977,20000,4,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1960,30000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1966,80000,3,高于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较不幸福,城市,1959,48000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1952,15000,2,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1947,30000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1958,25000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,农村,1951,10000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较不幸福,城市,1963,14000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,农村,1973,100000,1,低于平均水平,没有参加,参加了,参加了,没有参加,主要由子女负责
非常幸福,农村,1986,60000,5,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,农村,1962,30000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1995,30000,4,平均水平,没有参加,不适用,没有参加,不适用,主要由子女负责
比较幸福,城市,1980,70000,3,平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
比较不幸福,农村,1935,0,1,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1970,120000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1962,75000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1964,30000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1974,50000,6,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,农村,1987,40000,2,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1983,80000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1996,20000,2,平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,农村,1961,90000,3,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,农村,1968,40000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,城市,1975,29000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1969,20000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1961,50000,7,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1955,14400,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
