类别,行政区,点评数,口味,环境,服务,人均消费
甜点,J,2,7.1,7.4,7.1,0
火锅,J,349,7.9,7.9,8.1,59
火锅,J,349,7.9,7.9,8.1,59
快餐,J,2,7.2,7,7.2,0
料理,K,0,0,0,0,0
快餐,J,323,8.1,8,8.2,19
快餐,J,9,7.5,7.3,7.5,22
浙菜,J,0,0,0,0,0
蟹宴,J,0,0,0,0,0
西餐,J,246,7.9,8.5,7.9,122
美食,J,1,7.1,7.1,7.1,42
美食,J,0,0,0,0,0
蟹宴,J,0,0,0,0,0
快餐,J,0,0,0,0,0
粤菜,J,1,6.9,6.9,6.9,0
海鲜,J,141,7.3,7.2,7.2,94
快餐,J,26,7.5,7.5,7.5,18
海鲜,J,141,7.3,7.2,7.2,94
浙菜,M,0,0,0,0,0
浙菜,J,2,7.2,7.2,7.2,0
快餐,J,3,7.4,7.2,7.2,0
美食,M,0,0,0,0,0
快餐,M,72,7.3,7,7.1,10
快餐,J,21,7.5,7.1,7.2,4
甜点,J,0,0,0,0,0
甜点,J,1,6.5,6.5,6.8,0
甜点,J,1,6.5,6.5,6.8,0
浙菜,M,0,0,0,0,0
湘菜,M,1,7.1,7.1,7.1,44
美食,J,13,7,6.9,7.1,20
甜点,J,23,7.8,7.8,8.3,30
甜点,J,55,7.6,7.6,7.4,12
浙菜,M,2,7.4,7.4,7.4,0
浙菜,M,5,7.4,7.4,7.4,57
甜点,J,45,7.5,7.4,7,22
西餐,J,6,7.7,7.5,7.7,0
甜点,M,1,6.9,6.9,6.9,26
甜点,M,1,6.9,6.9,6.9,26
快餐,I,34,7.7,7.4,7.5,21
快餐,I,34,7.7,7.4,7.5,21
美食,M,0,0,0,0,0
美食,M,0,0,0,0,19
浙菜,J,0,0,0,0,0
快餐,J,197,8.2,8.5,8.3,34
快餐,J,197,8.2,8.5,8.3,34
火锅,J,84,7.8,8.2,8.3,24
甜点,M,4,7.6,7.6,7.4,22
甜点,M,4,7.6,7.6,7.4,22
甜点,J,0,0,0,0,0
甜点,J,2,7,7,7,0
甜点,J,2,7,7,7,0
快餐,J,25,8.1,8.1,8.1,17
美食,J,29,7.8,7.8,8,32
西餐,J,0,0,0,0,0
美食,J,1,7,7,7,0
美食,J,0,0,0,0,0
烧烤,J,0,0,0,0,0
西餐,J,0,0,0,0,0
粤菜,M,0,0,0,0,0
粤菜,M,0,0,0,0,0
美食,J,0,0,0,0,0
快餐,M,4,7.3,6.9,6.9,0
快餐,M,0,0,0,0,27
烧烤,J,0,0,0,0,0
快餐,J,19,7.4,7.1,7.3,24
甜点,J,2,7.4,7,7.2,11
美食,J,8,7.1,7.4,7.3,36
快餐,J,5,6.8,7,6.8,0
烧烤,J,0,0,0,0,0
川菜,J,1514,0,0,0,0
湘菜,J,1,7.1,7.1,7.1,65
料理,J,0,0,0,0,0
西餐,J,5,7.5,7.3,7.3,73
甜点,J,1,7.4,7.4,7.4,0
甜点,J,0,0,0,0,0
快餐,J,5,7.1,7.3,7.1,0
西餐,J,5,7.5,7.3,7.3,73
甜点,J,1,7.4,7.4,7.4,0
甜点,J,0,0,0,0,0
浙菜,M,457,8.1,8.3,8.3,110
烧烤,M,4,7.3,7.3,7.1,30
浙菜,J,0,0,0,0,0
海鲜,M,10,7.5,7.5,7.5,0
快餐,J,451,6.9,6.3,6.4,17
浙菜,N,119,6.8,7,6.9,88
火锅,J,47,7.3,7.7,7.7,97
快餐,J,144,7.7,7.9,7.8,24
快餐,J,7,7.5,7.9,7.9,0
快餐,J,5,7.6,7.6,7.6,0
快餐,J,102,6.8,7.4,6.9,22
快餐,J,56,7.5,7.4,7.6,13
甜点,J,74,7,7.5,7.4,31
甜点,J,74,7,7.5,7.4,31
甜点,J,0,0,0,0,0
浙菜,J,31,7.3,7.5,7.2,129
美食,J,0,0,0,0,0
快餐,J,42,7.6,8.1,8.1,31
甜点,J,5,7.5,7.5,7.5,0
啡厅,J,3,7.7,7.7,7.7,0
快餐,M,54,7.3,7.2,7.2,16
快餐,M,54,7.3,7.2,7.2,16
浙菜,J,0,0,0,0,0
粤菜,J,1,7.1,7.1,7.1,0
粤菜,J,1,7.1,7.1,7.1,0
料理,M,0,0,0,0,0
快餐,N,0,0,0,0,0
浙菜,J,0,0,0,0,0
浙菜,J,0,0,0,0,0
浙菜,J,0,0,0,0,0
北菜,J,11,6.9,6.9,6.9,15
甜点,J,0,0,0,0,0
美食,J,1,7.2,7.2,7.2,0
美食,J,0,0,0,0,0
快餐,J,1,6.9,6.9,6.9,0
海鲜,J,10,7.1,7.2,7,0
烧烤,J,0,0,0,0,0
甜点,J,0,0,0,0,0
甜点,J,1,6.9,6.9,6.9,12
甜点,J,1,6.9,6.9,6.9,12
快餐,J,157,7.9,7.6,7.7,12
浙菜,N,1431,8.1,7.4,7.6,59
浙菜,M,12,7.2,7.1,7.2,0
浙菜,M,12,7.2,7.1,7.2,0
甜点,M,15,7,7,7.1,15
湾菜,J,126,7.4,7.2,7.3,29
湾菜,J,126,7.4,7.2,7.3,29
甜点,J,1,6.9,6.9,7,0
甜点,J,1,6.9,6.9,7,0
快餐,J,6,7.3,7.3,7.3,0
快餐,J,6,7.3,7.3,7.3,0
快餐,J,6,7.3,7.3,7.3,0
美食,M,15,7.2,7,7.1,0
浙菜,M,3,6.9,6.8,6.8,0
快餐,M,8,7.6,7.4,7.5,18
快餐,M,8,7.6,7.4,7.5,18
西餐,J,0,0,0,0,0
甜点,J,63,8.2,8.1,8.1,22
甜点,J,63,8.2,8.1,8.1,22
西餐,J,0,0,0,0,0
常菜,M,1,7.1,7.1,7.1,0
美食,M,0,0,0,0,0
浙菜,M,41,7.5,7.2,6.9,70
啡厅,J,39,7.1,7.5,7.1,40
啡厅,J,39,7.1,7.5,7.1,40
快餐,J,0,0,0,0,0
西餐,J,7,7.6,7.7,7.5,0
甜点,J,25,7.3,7.3,7.3,35
甜点,J,5,7.2,7.4,7.3,0
甜点,J,25,7.3,7.3,7.3,35
甜点,J,5,7.2,7.4,7.3,0
甜点,N,0,0,0,0,0
甜点,N,0,0,0,0,0
川菜,J,86,7.2,7.2,7.3,73
火锅,J,2324,8.7,8.6,8.5,117
川菜,M,1,7,7,7,0
浙菜,J,1,7.2,6.8,7.2,0
快餐,J,9,7.5,7.3,7.5,18
浙菜,M,5,7.3,7.3,7.3,0
甜点,N,0,0,0,0,0
甜点,N,0,0,0,0,0
美食,M,1,6.9,6.9,6.9,0
美食,M,0,0,0,0,0
美食,M,0,0,0,0,0
甜点,J,2,7.2,7.2,7.3,0
甜点,J,2,7.2,7.2,7.3,0
烧烤,M,2,6.9,6.9,7,30
浙菜,M,11,6.8,6.5,6.6,22
美食,M,4,6.8,6.8,6.8,0
川菜,M,3,7.4,7.4,7.4,0
美食,J,17,7.2,7.1,7.3,8
湘菜,M,0,0,0,0,0
烧烤,M,0,0,0,0,0
甜点,M,0,0,0,0,0
火锅,J,117,7.2,7,6.9,93
甜点,M,13,7.3,7.5,7.4,0
甜点,M,13,7.3,7.5,7.4,0
火锅,J,9,6.6,6.6,6.7,94
西餐,J,583,7.9,7.8,7.7,35
川菜,J,144,9,9,9,55
川菜,J,0,0,0,0,0
湘菜,J,0,0,0,0,0
火锅,J,517,7.8,8.1,8,89
火锅,J,0,0,0,0,0
火锅,J,0,0,0,0,0
快餐,J,156,8.1,7.7,7.8,14
西餐,J,0,0,0,0,0
甜点,J,9,7,7,7.2,18
甜点,J,4,7.4,7.4,7.4,0
甜点,J,1,7.5,7.5,7.5,0
甜点,J,0,0,0,0,0
浙菜,J,234,7.1,7.6,7.5,70
啡厅,J,2,7.2,7.6,7.6,0
海鲜,J,74,7.5,7.5,7.4,79
甜点,J,9,7,7,7.2,18
啡厅,J,2,7.2,7.6,7.6,0
甜点,J,0,0,0,0,0
美食,M,4,6.5,6.5,6.5,0
美食,M,3,0,0,0,0
美食,J,0,0,0,0,0
烧烤,J,0,0,0,0,0
美食,M,0,0,0,0,0
浙菜,M,1,6.9,6.9,6.9,0
浙菜,M,1,6.9,6.9,6.9,0
美食,J,0,0,0,0,0
川菜,M,0,0,0,0,0
火锅,M,0,0,0,0,0
快餐,M,1,7.2,7.2,7.2,0
西餐,M,2,7.1,7.1,7.1,0
浙菜,M,2,6.9,6.9,6.9,45
甜点,J,24,7.1,7.1,7,28
甜点,J,24,7.1,7.1,7,28
浙菜,M,1,6.9,6.9,6.9,0
快餐,M,5,7.5,7.5,7.5,0
美食,M,0,0,0,0,0
美食,M,0,0,0,0,0
啡厅,M,18,7.3,7.3,7.3,37
龙虾,M,0,0,0,0,0
烧烤,M,7,7.6,7.1,7.2,58
川菜,J,3,7.4,6.8,7.6,37
川菜,J,0,0,0,0,0
快餐,J,0,0,0,0,0
烧烤,M,0,0,0,0,0
快餐,J,0,0,0,0,0
美食,N,0,0,0,0,0
海鲜,N,0,0,0,0,35
火锅,J,4681,8.6,8.7,8.3,136
浙菜,M,1,7,7,7,0
美食,J,37,7.9,8.1,8.2,66
甜点,J,0,0,0,0,25
快餐,M,1,7.2,7.2,7.2,0
川菜,J,0,0,0,0,0
火锅,J,0,0,0,0,0
北菜,J,0,0,0,0,33
湘菜,M,1,7.6,7.6,7.6,0
快餐,M,0,0,0,0,0
快餐,M,5,7,6.9,7,18
川菜,M,0,0,0,0,0
甜点,M,0,0,0,0,0
美食,J,0,0,0,0,63
甜点,M,5,7.4,7.2,7.4,28
甜点,M,5,7.4,7.2,7.4,28
湘菜,M,15,7,6.9,7,50
火锅,M,2,7,7,7,0
火锅,M,11,7.6,7.6,7.5,56
美食,J,9,7.5,7.5,7.4,0
美食,M,2,7.1,7,7.1,0
美食,M,1,7.1,7.1,7.1,0
川菜,M,0,0,0,0,0
浙菜,N,5,7.5,7.5,7.5,0
美食,M,3,6.9,6.9,6.9,0
浙菜,N,1,6.9,6.9,6.9,0
烧烤,J,56,7.5,7.6,7.7,10
川菜,M,0,0,0,0,0
美食,M,0,0,0,0,0
助餐,M,832,8.1,8.6,8.3,208
本菜,M,65,8.1,8.6,7.6,322
烧烤,M,0,0,0,0,0
西餐,M,10,7.5,7.2,7.4,20
火锅,J,60,7.4,7.5,7.5,44
火锅,J,60,7.4,7.5,7.5,44
美食,J,0,0,0,0,27
甜点,M,4,7.1,7,7.2,0
甜点,M,4,7.1,7,7.2,0
甜点,M,4,7.1,7,7.2,0
川菜,M,5,7.5,7.4,7.4,50
快餐,J,0,0,0,0,0
甜点,M,12,7.2,7,7.1,10
甜点,M,12,7.2,7,7.1,10
川菜,M,0,0,0,0,0
川菜,M,0,0,0,0,0
快餐,M,0,0,0,0,0
川菜,M,0,0,0,0,0
川菜,M,0,0,0,0,0
湘菜,M,2,7.3,7.3,7.3,40
火锅,M,3,6.7,6.7,6.7,0
火锅,M,4,7.2,7.2,7.2,0
美食,M,3,7,7,7,0
,,0,0,0,0,0
快餐,M,95,7.5,8,7.4,30
快餐,M,95,7.5,8,7.4,30
快餐,M,95,7.5,8,7.4,30
甜点,M,0,0,0,0,0
快餐,M,2,7.4,7.2,7.2,11
甜点,J,8,7.6,7.5,7.5,16
甜点,J,8,7.6,7.5,7.5,16
啡厅,J,15,6.7,6.7,6.7,36
啡厅,J,15,6.7,6.7,6.7,36
甜点,N,0,0,0,0,0
快餐,M,4,7.6,7.5,7.6,0
浙菜,M,5,6.5,6.5,6.5,0
川菜,M,12,7.7,7.6,7.6,45
烧烤,M,13,7.1,6.9,7.1,0
烧烤,M,0,0,0,0,0
常菜,M,0,0,0,0,0
火锅,M,11,6.8,7.3,7.3,0
美食,M,0,0,0,0,0
烧烤,K,0,0,0,0,0
火锅,M,3,7.4,7.1,7.1,0
甜点,M,13,7.6,7.6,7.5,26
甜点,M,13,7.6,7.6,7.5,26
北菜,K,2,7,7,7,0
甜点,M,54,7.6,7.5,7.4,27
甜点,M,54,7.6,7.5,7.4,27
浙菜,N,892,9.1,8.6,9.2,75
浙菜,N,208,8.3,8,7.7,90
川菜,M,1,6.9,6.9,6.9,0
川菜,M,0,0,0,0,0
快餐,M,9,6.8,6.8,6.7,12
浙菜,M,1,6.9,6.9,6.9,39
西菜,M,0,0,0,0,0
火锅,M,0,0,0,0,0
美食,J,0,0,0,0,0
,,0,0,0,0,0
浙菜,J,442,7.7,8.5,7.9,266
浙菜,J,442,7.7,8.5,7.9,266
快餐,M,8,6.6,6.6,6.6,15
浙菜,M,13,7.3,7.5,7.3,95
浙菜,M,99,7.6,7.5,7.4,76
快餐,M,12,7.3,7.3,7.2,0
西餐,M,0,0,0,0,0
甜点,M,19,7.7,7.7,7.6,0
甜点,M,1,7,7,7,0
美食,M,12,7,7.1,7.1,90
快餐,M,12,7.3,7.3,7.2,0
龙虾,M,0,0,0,0,0
甜点,M,1,7,7,7,0
美食,J,0,0,0,0,0
快餐,J,158,7.9,7.2,7.4,17
美食,J,0,0,0,0,0
疆菜,J,28,8.3,8.7,8.7,58
美食,J,0,0,0,0,0
美食,J,0,0,0,0,0
北菜,J,0,0,0,0,0
龙虾,M,5,7.4,6.9,7.4,62
甜点,M,3,6.9,6.9,6.9,20
美食,M,312,9.1,8.3,9,73
美食,M,312,9.1,8.3,9,73
川菜,M,1,7.1,7.1,6.8,0
川菜,M,1,7.1,7.1,6.8,0
北菜,M,11,7,7.3,7.4,0
海鲜,M,228,9,9,9.1,166
火锅,M,11,7.7,7.3,7.7,0
西餐,M,71,7.1,8.1,8.4,106
甜点,M,18,7.4,7.7,7.6,25
啡厅,M,11,8,8,8,0
海鲜,M,228,9,9,9.1,166
浙菜,M,2,6.8,7,7,0
川菜,M,4,7.3,6.7,7.3,0
美食,M,1,6.9,6.9,6.9,0
甜点,M,2,7,7,7,10
烧烤,M,15,7,7.1,7.1,51
烧烤,M,15,7,7.1,7.1,51
烧烤,M,15,7,7.1,7.1,51
海鲜,J,0,0,0,0,0
美食,M,0,0,0,0,51
美食,M,8,7.6,7.6,7.8,0
湘菜,M,5,6.2,6.2,6.2,40
甜点,M,9,7.7,7.7,7.7,0
甜点,M,9,7.7,7.7,7.7,0
甜点,J,39,7.2,7.2,7.3,22
火锅,M,477,8.5,8.9,8.9,54
啡厅,M,14,7.3,7.4,7.3,65
美食,J,18,7.7,7.6,8,21
美食,J,2,7.1,7.1,7.1,0
南菜,M,0,0,0,0,0
啡厅,J,79,6.5,6.6,6.5,53
啡厅,J,1,7,7,7,0
啡厅,J,79,6.5,6.6,6.5,53
啡厅,J,1,7,7,7,0
火锅,M,0,0,0,0,0
美食,M,1,6.9,6.9,6.9,0
快餐,J,4,7.7,7.2,7.4,0
甜点,J,7,6.9,6.8,7,0
甜点,J,7,6.9,6.8,7,0
甜点,M,79,7.2,7.2,7.2,21
快餐,N,24,6.9,6.6,6.9,12
甜点,J,1,6.9,6.9,6.9,0
甜点,J,1,6.9,6.9,6.9,0
川菜,J,0,0,0,0,0
川菜,J,3,6.9,6.9,6.9,0
火锅,J,3,7,6.9,7,0
美食,J,0,0,0,0,0
蟹宴,M,0,0,0,0,0
蟹宴,M,0,0,0,0,0
甜点,J,0,0,0,0,22
火锅,J,0,0,0,0,0
川菜,M,4,7,7,6.9,0
美食,M,2,6.9,6.9,6.8,0
龙虾,M,2,7.4,7.4,7.2,0
烧烤,M,1,6.9,6.9,6.9,0
烧烤,M,0,0,0,0,0
海鲜,J,242,7.7,7,6.8,91
甜点,M,12,7.3,7.3,7.3,0
甜点,M,25,7.1,7.1,7.2,0
甜点,M,1,7.3,7.3,7.3,0
甜点,M,25,7.1,7.1,7.2,0
浙菜,J,73,7.5,7.9,7.9,89
川菜,J,0,0,0,0,0
火锅,J,86,8.9,8.3,8.4,120
助餐,J,6,7.2,7.4,7.3,0
快餐,J,9,7.5,7.4,7.4,23
本菜,J,38,7.4,7.8,7.9,87
西餐,J,54,7.7,7.7,7.6,35
甜点,J,29,7.6,7.9,7.6,20
美食,J,2,7.1,7.1,7.4,0
助餐,J,6,7.2,7.4,7.3,0
甜点,J,25,7,7,7,14
甜点,J,25,7,7,7,14
美食,J,0,0,0,0,0
浙菜,J,0,0,0,0,30
美食,J,0,0,0,0,0
甜点,J,0,0,0,0,0
甜点,J,0,0,0,0,0
粤菜,J,530,7.1,6.9,6.8,49
蟹宴,M,0,0,0,0,0
蟹宴,M,0,0,0,0,0
美食,J,17,7.1,7.4,7.5,0
美食,M,0,0,0,0,0
浙菜,J,0,0,0,0,0
浙菜,J,0,0,0,0,0
快餐,M,8,7.1,7,7.1,22
火锅,M,0,0,0,0,0
川菜,M,0,0,0,0,0
常菜,M,0,0,0,0,0
甜点,J,4,7.2,6.9,7.2,0
甜点,J,4,7.2,6.9,7.2,0
快餐,N,2,7.4,7.4,7.4,0
烧烤,N,34,7.8,7.7,7.5,97
美食,J,0,0,0,0,15
浙菜,N,6,7.3,7,7,0
快餐,J,0,0,0,0,0
甜点,J,37,7.7,7.9,7.6,46
甜点,J,37,7.7,7.9,7.6,46
甜点,J,0,0,0,0,0
快餐,J,8,7.1,7.4,7.4,19
北菜,J,0,0,0,0,0
粤菜,M,0,0,0,0,0
海鲜,M,182,8.1,7.9,8.1,98
浙菜,J,1,7.2,7.2,7.2,0
快餐,J,0,0,0,0,15
甜点,J,0,0,0,0,0
甜点,N,1,7,7,7,0
甜点,N,1,7,7,7,0
美食,A,17,6.8,6.7,6.9,0
啡厅,F,3,6.9,6.9,6.9,0
啡厅,F,3,6.9,6.9,6.9,0
快餐,N,124,6.8,6.5,6.6,10
快餐,N,8,7.6,7.1,7.4,0
快餐,N,190,6.6,6.1,6.4,12
快餐,N,2,7.5,7.5,7.5,0
甜点,N,2,6.9,6.9,6.9,15
甜点,N,4,7,7,7,0
美食,N,56,7,7.3,7.1,74
啡厅,N,7,6.6,6.7,7,26
甜点,N,2,6.9,6.9,6.9,15
甜点,N,4,7,7,7,0
啡厅,N,7,6.6,6.7,7,26
甜点,J,0,0,0,0,0
浙菜,J,273,8.3,9.1,8.2,211
助餐,J,765,7.3,9,8.2,216
本菜,J,107,7.5,8.2,7.7,354
甜点,J,1,6.9,7,6.9,0
啡厅,J,18,7.1,7.5,7.3,0
甜点,J,1,6.9,7,6.9,0
助餐,J,765,7.3,9,8.2,216
快餐,M,3,6.8,6.8,6.8,0
啡厅,J,19,6.6,6.8,6.6,69
啡厅,J,0,0,0,0,0
甜点,M,5,7.2,7.2,7.2,10
甜点,M,5,7.2,7.2,7.2,10
亚菜,J,706,8.3,8.3,8.1,83
美食,J,0,0,0,0,0
浙菜,J,16,7.3,7.6,7.2,0
火锅,J,0,0,0,0,0
火锅,J,0,0,0,0,0
美食,J,1,6.8,6.8,6.8,0
甜点,M,11,7.4,6.8,7.2,0
甜点,M,11,7.4,6.8,7.2,0
甜点,M,8,7.3,7.3,7.3,0
甜点,J,107,8,8.1,8,18
甜点,J,107,8,8.1,8,18
快餐,J,23,7.3,6.9,6.8,30
北菜,J,81,8,8.7,8.3,24
啡厅,N,11,6.9,7.1,7.1,25
啡厅,N,11,6.9,7.1,7.1,25
浙菜,M,13,7.3,7.3,7.3,55
快餐,J,6,7.1,7.3,7.4,0
浙菜,H,183,7.3,7.2,6.8,133
浙菜,J,8,7,7,7,60
川菜,J,450,8.1,7.5,7.3,66
甜点,J,65,7.3,7.5,7.3,144
烧烤,J,0,0,0,0,0
甜点,J,65,7.3,7.5,7.3,144
烧烤,H,1,6.9,6.9,6.9,0
浙菜,N,2,6.9,6.9,6.9,0
美食,N,0,0,0,0,0
美食,N,1,6.9,6.7,6.7,0
美食,J,0,0,0,0,0
西餐,M,2,6.9,6.9,6.9,0
快餐,N,0,0,0,0,0
浙菜,M,0,0,0,0,0
川菜,M,0,0,0,0,0
川菜,M,0,0,0,0,0
西餐,M,0,0,0,0,0
甜点,M,12,7.7,7.6,7.8,0
甜点,M,7,7.7,7.7,7.7,0
美食,M,11,7.8,7.7,7.7,0
美食,M,6,7.1,7.3,7.3,0
美食,M,3,7.2,7.4,7.2,25
啡厅,M,75,8.2,8.6,8.6,42
快餐,M,1,6.9,6.9,6.9,35
烧烤,M,4,6.9,7,7,0
料理,J,11,6.9,6.9,7,39
西餐,J,100,8.1,8.7,8.6,121
西餐,J,100,8.1,8.7,8.6,121
常菜,J,0,0,0,0,0
浙菜,N,3,6.8,6.2,6.5,0
快餐,J,29,7.6,7.6,7.6,9
快餐,J,29,7.6,7.6,7.6,9
快餐,J,194,7.3,6.9,6.9,16
美食,J,0,0,0,0,0
快餐,J,5,5.8,5.8,5.8,0
甜点,J,15,6.5,6.5,6.6,0
川菜,J,117,7.4,7.4,6.9,83
川菜,J,569,7.1,7.1,7.1,80
川菜,J,487,6.5,6.7,6.5,78
粤菜,J,3891,7.7,7.7,7.2,81
湘菜,J,41,7.2,7,7,75
北菜,J,14,6.5,6.6,6.8,0
北菜,J,1,6.8,6.8,6.8,0
火锅,J,202,8.3,7.9,8.5,71
火锅,J,360,7.1,7.2,7,53
火锅,J,58,6.9,7.4,7.1,72
火锅,J,55,6.7,6.9,6.8,38
火锅,J,47,6.5,6.8,6.6,27
快餐,J,72,7.8,8.1,7.6,26
快餐,J,209,8.4,8.1,8.2,13
快餐,J,78,7,6.7,6.6,27
快餐,J,9,7.3,7.2,7.4,18
快餐,J,32,7.2,7.5,7.5,17
快餐,J,57,7.4,7.3,7.3,26
快餐,J,19,6.8,6.8,6.9,10
本菜,J,190,7.7,7.4,7.7,83
本菜,J,1563,7,6.9,6.7,44
本菜,J,212,7.7,7.6,7.7,22
本菜,J,18,6.9,7.3,7.2,16
料理,J,696,7.1,7.6,7.4,82
料理,J,2052,6.9,7.1,6.5,81
烧烤,J,64,6.4,6.6,6.7,63
西餐,J,15991,8.4,8.7,8.3,85
西餐,J,879,8.1,7.8,8.3,59
西餐,J,622,8.3,8.1,8.2,37
西餐,J,591,7.3,7.2,7.1,97
啡厅,J,365,7.5,7.4,7.3,47
甜点,J,172,7.3,7.3,7.3,13
甜点,J,898,7.7,7.2,7.4,27
甜点,J,33,7.5,7.3,7.4,16
甜点,J,33,7.5,7.3,7.4,16
甜点,J,79,6.8,6.9,6.8,20
甜点,J,24,7.1,7.3,7.2,14
甜点,J,89,6.5,6.5,6.3,12
甜点,J,45,7.3,7.2,7.2,7
甜点,J,28,7.1,7.2,7.1,0
甜点,J,1,7,7,7,0
甜点,J,2,6.8,7,7,0
甜点,J,0,0,0,0,0
美食,J,29,7,7.2,7.1,31
美食,J,5,7,7.4,7.1,0
美食,J,1,7.3,7.3,7.3,0
美食,J,1,6.8,6.8,6.8,0
美食,J,0,0,0,0,0
啡厅,J,365,7.5,7.4,7.3,47
火锅,J,58,6.9,7.4,7.1,72
烧烤,J,64,6.4,6.6,6.7,63
料理,J,2052,6.9,7.1,6.5,81
烧烤,J,133,7.4,7.3,7.4,51
烧烤,J,64,6.4,6.6,6.7,63
烧烤,J,0,0,0,0,0
常菜,J,1,6.5,6.5,6.5,0
西餐,J,15991,8.4,8.7,8.3,85
啡厅,J,365,7.5,7.4,7.3,47
甜点,J,33,7.5,7.3,7.4,16
甜点,J,79,6.8,6.9,6.8,20
甜点,J,24,7.1,7.3,7.2,14
甜点,J,89,6.5,6.5,6.3,12
甜点,J,45,7.3,7.2,7.2,7
甜点,J,1,7,7,7,0
甜点,J,0,0,0,0,0
快餐,J,31,7.4,7.3,7.3,0
烧烤,K,1,7.2,7,7.2,0
川菜,M,1503,8.7,8.9,8.7,80
火锅,M,296,9.1,9.1,9.1,109
火锅,M,178,8.5,8.5,8.2,84
火锅,M,38,7.3,7.2,7.4,0
快餐,M,331,8.6,8.7,8.7,25
快餐,M,234,7.1,7.1,7.1,22
快餐,M,88,7.6,7.4,7.5,16
快餐,M,66,7.6,7.7,7.9,10
烧烤,M,1173,8.5,8.2,8.5,86
甜点,M,184,8.5,8.3,8.5,21
甜点,M,242,7.8,7.6,7.5,15
甜点,M,41,7.9,8.2,7.9,13
甜点,M,8,6.6,7.3,6.9,0
甜点,M,7,7.6,7.2,7,0
快餐,M,88,7.6,7.4,7.5,16
快餐,M,3,7,7,7,0
烧烤,M,1173,8.5,8.2,8.5,86
烧烤,M,10,7.7,7.5,7.8,0
常菜,J,0,0,0,0,0
火锅,J,1592,9.1,8.9,8.9,121
火锅,J,9,7.2,7.3,7.3,0
浙菜,J,6,7.5,7.5,7.5,30
浙菜,J,35,6.7,6.6,6.7,23
快餐,J,15,6.3,6.3,6.3,11
甜点,J,127,6.7,6.7,6.5,20
西菜,J,1,6.9,6.9,6.9,0
啡厅,M,17,6.6,6.8,6.4,0
啡厅,M,17,6.6,6.8,6.4,0
快餐,J,82,6.9,6.6,6.6,31
快餐,J,82,6.9,6.6,6.6,31
火锅,J,18,7.3,7,7.1,33
快餐,J,21,7.2,7.1,7.1,29
火锅,J,65,7.3,7.1,7.2,84
料理,N,0,0,0,0,0
美食,J,26,7.2,7.4,7.3,27
快餐,J,12,7,6.9,7,13
火锅,J,226,7.9,8.1,8,66
西菜,M,0,0,0,0,0
西餐,J,2,7.7,7.7,7.7,0
快餐,J,9,7.3,7.3,7.3,18
龙虾,M,2,7.1,7.1,6.9,0
川菜,J,15,7.5,7.3,7.4,34
甜点,G,1,7.1,7.1,7.1,12
龙虾,J,3,7.1,7.1,7.2,0
川菜,M,2,6.8,6.8,6.8,0
素菜,M,178,8.4,8.8,8.5,58
龙虾,M,9,6.5,6.5,6.5,0
龙虾,M,9,6.5,6.5,6.5,0
快餐,M,6,7.8,7.7,7.7,0
快餐,M,5,7.4,7.4,7.4,0
甜点,M,9,7.3,7.2,7.3,0
甜点,M,9,7.3,7.2,7.3,0
西餐,N,3,6.3,6.3,6.3,0
西餐,N,3,6.3,6.3,6.3,0
甜点,J,2,6.9,6.9,6.9,0
甜点,J,2,6.9,6.9,6.9,0
浙菜,M,1,6.9,6.9,6.9,0
北菜,J,12,7.3,7.1,7.1,44
湾菜,J,0,0,0,0,0
美食,J,1,6.8,6.8,6.8,0
美食,J,0,0,0,0,0
啡厅,J,1,7,7,7,0
海鲜,J,1,7,6.8,6.9,0
啡厅,J,1,7,7,7,0
啡厅,M,0,0,0,0,0
烧烤,Q,0,6.9,6.9,6.9,0
粤菜,J,40,7.3,7.5,7.6,144
北菜,J,1,0,0,0,0
快餐,M,0,0,0,0,0
甜点,M,12,6.9,7,7,0
甜点,J,0,0,0,0,0
甜点,N,0,0,0,0,0
火锅,M,725,8.6,8,8.1,136
火锅,M,725,8.6,8,8.1,136
火锅,M,725,8.6,8,8.1,136
火锅,M,725,8.6,8,8.1,136
快餐,M,31,7,7,6.9,21
快餐,M,32,7.5,7.5,7.8,18
川菜,J,1,6.9,6.9,6.9,0
北菜,M,17,7.1,6.9,7.1,73
本菜,M,0,0,0,0,0
甜点,M,87,8.7,9,8.9,37
快餐,J,152,7.5,7.6,7.6,21
川菜,M,136,7.1,7.1,7.5,30
火锅,M,478,8.2,7.5,8.3,86
美食,M,1,7.1,7.1,7.1,0
快餐,M,8,7.1,7.1,7,12
烧烤,J,12,7.5,7.1,7.3,0
甜点,J,85,7.7,7.6,7.6,20
粤菜,J,0,0,0,0,0
浙菜,M,13,7,6.7,6.9,0
美食,M,12,6.9,6.8,6.9,0
甜点,M,21,7.6,7.4,7.8,20
甜点,M,7,7.7,7.7,7.7,0
美食,J,0,0,0,0,0
快餐,M,59,7,7,6.5,30
快餐,J,6,7,6.9,7,11
甜点,J,13,7,7.1,7.1,0
甜点,J,13,7,7.1,7.1,0
美食,M,0,0,0,0,0
快餐,M,1,7.1,6.8,6.8,15
快餐,J,56,7.1,7.3,7.1,25
甜点,J,0,0,0,0,0
快餐,J,19,7.1,6.8,7.1,19
海鲜,J,0,0,0,0,0
川菜,J,34,7.1,7,7,34
快餐,M,1,6.9,6.9,6.9,30
甜点,M,6,7.6,7.6,7,38
